City,building_street_index,building_intersect_index,building_corners,building_squareness,building_perimeter,building_shape_index,building_circular_compactness,building_square_compactness,building_weighted_axis_compactness,building_convexity,building_courtyard_area,building_courtyard_index,building_fractal_dimension,building_facade_ratio,building_orientation,building_longest_axis_length,building_equivalent_rectangular_index,building_elongation,building_rectangularity,building_shared_walls_length,building_perimeter_wall,building_alignment,building_adjacency,building_mean_interbuilding_distance,building_neighbour_distance,building_courtyards_num,building_street_alignment,street_mm_len,street_node_start,street_node_end,street_width,street_openness,street_width_dev,street_orientation,street_longest_axis_length,street_compactness_weighted_axis,street_linearity,street_length,street_stroke_id,junction_x,junction_y,junction_degree,junction_closeness,junction_cluster,junction_cyclomatic,junction_edge_node_ratio,junction_gamma,junction_mean_nd,junction_meanlen,junction_meshedness,junction_node_density,junction_node_density_weighted,junction_straightness,junction_nodeID
Jerusalem,5242.806404295361,3644.2542344735966,5.707184766965571,1.8090510817103702,83.63953913712449,0.7275343005532903,0.5352734310509231,0.8658165013554063,14.1073132456894,0.9578579668833828,1.7936976843224843,0.000473530643670053,1.0275531785425365,4.133813017330459,18.74158012451045,29.73684967530261,0.9566704805179574,0.6899597305212383,0.9202399460008193,0.003931290301725507,96.52539033236488,7.372604577573125,0.990301187313185,15.479561655665586,27.303509356845915,0.06811136942322595,11.727234712738726,106.18308641457524,3785.9223895416185,4499.534916432236,37.581171918655436,0.7599433823291619,3.2328208980039137,21.01801322019967,96.85293837666416,123.31699116496664,0.9519910976601473,106.18308641457524,1584.156296541453,220400.44957101345,632259.2086546406,2.8198786747550164,1.8210347056131341e-06,0.02213960148402918,11.391507232851144,1.2487794337256777,0.4444713047593784,2.9705973875904967,111.02963178682947,0.1516801185584254,0.008592511041921656,0.016932792820268484,0.7760745138689519,4285.5
Tel Aviv,4641.677082559263,2934.347068440217,4.835698892769562,1.7689459801052139,80.42847272447308,0.729643207986032,0.5381956985909597,0.8898898313736026,12.61143685974859,0.980290619093079,1.2182040066739068,0.0007859823870724709,1.022499841220118,4.210046863223591,15.679155769591867,29.15807792424832,0.9789441364654371,0.6590572095757544,0.9577201862202814,0.013805344316726592,90.84909167532093,3.8617224985032275,0.9671244519580887,11.732860642866289,19.397249654305874,0.00973471055956008,6.379003436009633,85.29848775245016,2745.168082395413,3258.9043321299637,31.847228662185376,0.6702743959163809,3.0001077816748083,17.773506639006893,81.5177596297943,103.79163515886972,0.9716625570147166,85.29848775245016,962.6236992992143,180054.74557591003,664784.5108390176,2.9700409965310626,7.670853441579718e-07,0.03324127791709335,15.153106275622832,1.2967651039791581,0.4565904224656507,3.109435786918282,85.29182735094484,0.17272811611403083,0.009878617992789069,0.020534264934404006,0.8003456050660278,3170.5
Haifa,2844.318273429627,1828.3366364348897,4.7388310379576755,1.5195189808263012,80.8952791332608,0.7300595172776692,0.5395929846177893,0.8924665888883385,12.804353975938849,0.980478383965103,0.7658465573016344,9.990909358314622e-05,1.0215885173832966,4.251647859132974,25.953442860832464,29.570565427762542,0.9809989670806747,0.6659534695327257,0.958744979225601,0.0030159032434810386,84.54828099373113,5.517766569527732,0.9933330781086367,16.793658659366514,29.448580766456953,0.0007837868099876833,9.12538116464421,105.26831013370688,2087.7349290780144,2415.308953900709,40.34058119160353,0.8062297821945043,2.8704480084562642,23.71344884630413,97.54128792208849,124.19342502680138,0.9557203933707148,105.26831013370688,909.2802895981088,201040.10902966294,745555.1415753477,2.936225596529284,2.985487886723736e-06,0.028910208539098994,12.452494577006508,1.2910909458486013,0.45910640056529695,3.0319706178010635,111.06162081582681,0.17444596793338338,0.008451159508099184,0.017048710713695077,0.8144320605732921,2304.5
Rishon LeZion,2828.5759377523304,1823.137121045291,4.503486750348675,0.9754751935326634,78.43138606579141,0.749244047629342,0.5655930521209251,0.9240242693164588,11.099090510478174,0.987710525921871,0.16800063740619864,6.099117611710849e-05,1.0148477518656016,4.319824339588144,17.470089588674718,28.368072249348998,0.9874743231038258,0.7128502648535344,0.9734684829526778,0.0012154005979411323,79.02040682068329,2.717139325044004,0.997242714526903,15.738380883530889,26.007585966981,0.0008074579754826397,5.861395490472001,101.19574865441777,1832.6164593627534,2045.1160333958085,38.30178491895682,0.7791455701901955,2.6023394931152453,20.360201483538955,94.07463303719996,119.77954293941198,0.958314517131024,101.19574865441777,745.5300732663145,180362.84830680728,653183.1431854123,2.9293735962066383,2.2836086812190614e-06,0.028480999795047916,12.917893686049414,1.2839166581719876,0.4556018305501733,3.0507149602467876,104.29030298338861,0.16954953671049214,0.009190665133824277,0.01860869393528738,0.8067570776229616,2003.0
Petah Tikva,1909.6156836360917,1199.010615235105,7.357628765792031,1.5191265213436405,77.99001711854802,0.7175291121876453,0.5209711083727907,0.8123250087016788,13.741369374680579,0.9435538327503382,0.5324158739550724,0.0002572380066089282,1.0418278876368736,3.6949076768037394,16.14409301994243,27.1683618897087,0.9322436641037634,0.6771659239325798,0.9011265277777282,0.028217710462695392,95.36346901632481,3.742747973599116,0.9212173880541228,13.74728829406432,20.067047947174775,0.010316214397847051,6.693141182966326,87.9917381218436,1135.8835651725915,1380.6684698608965,36.10649037791613,0.7236984781498923,3.081162643813919,18.61635324502905,83.50855414270501,106.3263934581494,0.9667058439360016,87.9917381218436,432.3356517259145,189122.53625509003,666008.2763866181,2.9353497164461246,2.078356137931515e-06,0.025914496913987183,14.051417769376181,1.287523632200736,0.45358928574893426,3.0762710354804423,89.25787708640601,0.16808750859222665,0.00926342601811736,0.019093808560626268,0.8028975597018406,1322.0
Ashdod,1743.0864325068871,1168.7753099173553,5.230199724517906,1.8559173641055011,98.30656180773968,0.7175744618928577,0.5239269357673566,0.8579875418251081,17.39073888700073,0.9597329926542755,0.2869417806978274,0.00012239080058669836,1.028547603859952,4.787100580411007,21.39538194188056,35.50224476075925,0.9611626626983397,0.6810761983401865,0.9310235805349777,0.0016566121754194416,100.47988046673684,3.505769097462404,0.9956955922865014,19.12095311009859,29.21748180387823,0.003960055096418733,6.767516802874936,83.9449988068702,1047.7813599062133,1237.6286635404456,40.28203648157485,0.7987654859080618,2.5137447616901314,24.107927392020443,79.38116047126233,101.07123261897893,0.961033310288188,83.9449988068702,440.22479484173505,166532.13279869687,633004.8722128083,2.8397836038285478,2.9330103353165697e-06,0.027752688037769827,11.439450686641697,1.2493809614107287,0.44369968770853185,2.9826997902665067,84.10340102304664,0.15107017402582212,0.010419848900150597,0.02015573713114445,0.8064706514710958,1201.0
Netanya,1718.2858498523829,1140.1287431463518,4.761809363137917,1.168800902003957,84.40278388550136,0.7356352654944056,0.5462149363453613,0.899007348314293,12.778637911949241,0.980702521626625,0.23514278031006386,6.201012400730713e-05,1.0195549154063717,4.501903808050936,16.594046751510074,30.582900406915975,0.9806776978427783,0.6794517792184521,0.9610781667018558,0.006387693024823875,89.9458996718664,4.576447318466614,0.9863124736398144,15.586046678012817,26.899808052191315,0.0014761703922395613,7.192176840646358,93.92636934207832,1122.0921849201982,1289.1758392955421,39.046387472811645,0.7823406123076401,2.9003186687730755,19.216323824063863,88.97846659899496,113.29090230373723,0.9625882053853858,93.92636934207832,480.60484314804626,186957.80763299388,690508.0212723545,2.9130260521042084,8.114832115908917e-06,0.028979636891847165,12.500200400801603,1.2741135988237213,0.45129772738169005,3.018562494473375,94.00182732252402,0.16335927646775153,0.009367222081968399,0.018411035737727323,0.8182569484273731,1247.0
Beer Sheva,3048.099535584285,2106.272687335258,5.411007907618928,1.1350896130323553,82.16261893580733,0.7339848119852366,0.5451350604835075,0.8767797865428981,13.84306461941752,0.9626130046930276,0.8933078383906399,0.0005265534189330639,1.0250708479424564,4.084233791359856,21.53390719557777,29.3090487525677,0.9613029752514884,0.7126505527810353,0.9346130048172849,0.000978802591833689,83.97223264368907,4.448123563472476,0.9973327475837831,15.91588952497968,27.30207700069128,0.004267603865947031,8.300729345183473,88.39826870268242,2434.8812949640287,2783.294697575273,39.331924603711194,0.7834518127582799,2.5364205192637668,22.589644702011444,83.0903453755898,105.79391351790339,0.9616010332847463,88.39826870268242,1046.9586997069011,179811.2310424303,573561.1190544511,2.8399545970488083,5.8130893715638605e-06,0.027733821733026447,10.882519863791146,1.247083449566964,0.44308373846825755,2.957480545796649,90.08365584154122,0.15015785302380966,0.010182214894516378,0.019679353091747592,0.8143424344106363,2642.5
Bnei Brak,601.8528945281522,395.0860428231562,4.50436161776368,1.634940345054373,84.88421281671465,0.7344673114081656,0.5441783793753746,0.9050653570366156,12.30850098500616,0.9883714169612765,0.3238259380901196,0.00017119236097504393,1.0183106200182834,4.6382587733222715,14.206132231160867,30.93977262647456,0.9867844475272068,0.6556120644394678,0.966140548314132,0.00591828797682876,87.2930995599041,3.267978464945487,0.9885259714512292,10.13187266198184,14.912451019677917,0.0017842981760507533,7.210681344685684,98.02799944300135,363.8338788870704,449.78641571194765,27.601236126614673,0.567346334465859,2.961671589904346,16.59201512536804,91.85420044203346,116.95240035282706,0.963172196247236,98.02799944300135,141.1129296235679,184552.00268624898,666120.1103466032,2.8385598141695705,5.592408884793036e-06,0.03266652296075881,11.966318234610917,1.2587342394220435,0.44512376916828134,3.0029148018276044,98.01308010523962,0.15454476957458904,0.008518363170708369,0.016974053817985765,0.7791560156999067,430.0
Holon,1380.7805998378817,870.7866792758714,4.666711699540665,0.8768304107332731,89.21689289636956,0.7320932312697838,0.5423696767667598,0.8966532358768802,13.8652950006818,0.9855947570539582,0.03472385197579224,8.387030616517848e-06,1.0200219658778757,4.723080826161332,16.035079269430497,32.53590800057537,0.9850129488832529,0.6590063396753132,0.9718419865861102,0.0006624536298331379,90.37512207403495,3.470202822998802,0.9980072953255876,13.98601022096942,20.745170310727406,0.00013509862199405565,6.165954448712439,80.74812645167289,869.36042996305,1056.843466577091,35.71840960751723,0.7180309797810523,2.781894393479028,18.792221267900608,77.10324532204311,98.17090097144172,0.9724007651666698,80.74812645167289,309.4313066845818,179395.63111313203,658022.8862153627,2.9301181102362204,8.621226167525235e-06,0.030816691913225957,13.766240157480315,1.2818269340890578,0.4530097859486271,3.0628075025033383,81.31187149635882,0.16639559525664968,0.010430516141767052,0.021116113315750553,0.8157173294460796,1015.5
